id,level,description
C.23.9,Grupo,"Aparelhamento de pedras e fabricação de outros produtos de minerais não-metálicos"
C.23.91-5,Classe,"Aparelhamento e outros trabalhos em pedras"
C.23.91-5/01,Subclasse,"Britamento de pedras, exceto associado à extração"
C.23.91-5/02,Subclasse,"Aparelhamento de pedras para construção, exceto associado à extração"
C.23.91-5/03,Subclasse,"Aparelhamento de placas e execução de trabalhos em mármore, granito, ardósia e outras pedras"
C.23.92-3,Classe,"Fabricação de cal e gesso"
C.23.92-3/00,Subclasse,"Fabricação de cal e gesso"
C.23.99-1,Classe,"Fabricação de produtos de minerais não-metálicos não especificados anteriormente"
C.23.99-1/01,Subclasse,"Decoração, lapidação, gravação, vitrificação e outros trabalhos em cerâmica, louça, vidro e cristal"
C.23.99-1/02,Subclasse,"Fabricação de abrasivos"
C.23.99-1/99,Subclasse,"Fabricação de outros produtos de minerais não-metálicos não especificados anteriormente"
C.24,Divisão,"Metalurgia"
C.24.1,Grupo,"Produção de ferro-gusa e de ferroligas"
C.24.11-3,Classe,"Produção de ferro-gusa"
C.24.11-3/00,Subclasse,"Produção de ferro-gusa"
C.24.12-1,Classe,"Produção de ferroligas"
C.24.12-1/00,Subclasse,"Produção de ferroligas"
C.24.2,Grupo,"Siderurgia"
C.24.21-1,Classe,"Produção de semi-acabados de aço"
C.24.21-1/00,Subclasse,"Produção de semi-acabados de aço"
C.24.22-9,Classe,"Produção de laminados planos de aço"
C.24.22-9/01,Subclasse,"Produção de laminados planos de aço ao carbono, revestidos ou não"
C.24.22-9/02,Subclasse,"Produção de laminados planos de aços especiais"
C.24.23-7,Classe,"Produção de laminados longos de aço"
C.24.23-7/01,Subclasse,"Produção de tubos de aço sem costura"
C.24.23-7/02,Subclasse,"Produção de laminados longos de aço, exceto tubos"
C.24.24-5,Classe,"Produção de relaminados, trefilados e perfilados de aço"
C.24.24-5/01,Subclasse,"Produção de arames de aço"
C.24.24-5/02,Subclasse,"Produção de relaminados, trefilados e perfilados de aço, exceto arames"
C.24.3,Grupo,"Produção de tubos de aço, exceto tubos sem costura"
C.24.31-8,Classe,"Produção de tubos de aço com costura"
C.24.31-8/00,Subclasse,"Produção de tubos de aço com costura"
C.24.39-3,Classe,"Produção de outros tubos de ferro e aço"
C.24.39-3/00,Subclasse,"Produção de outros tubos de ferro e aço"
C.24.4,Grupo,"Metalurgia dos metais não-ferrosos"
C.24.41-5,Classe,"Metalurgia do alumínio e suas ligas"
C.24.41-5/01,Subclasse,"Produção de alumínio e suas ligas em formas primárias"
C.24.41-5/02,Subclasse,"Produção de laminados de alumínio"
C.24.42-3,Classe,"Metalurgia dos metais preciosos"
C.24.42-3/00,Subclasse,"Metalurgia dos metais preciosos"
C.24.43-1,Classe,"Metalurgia do cobre"
C.24.43-1/00,Subclasse,"Metalurgia do cobre"
C.24.49-1,Classe,"Metalurgia dos metais não-ferrosos e suas ligas não especificados anteriormente"
C.24.49-1/01,Subclasse,"Produção de zinco em formas primárias"
C.24.49-1/02,Subclasse,"Produção de laminados de zinco"
C.24.49-1/03,Subclasse,"Produção de soldas e ânodos para galvanoplastia"
C.24.49-1/99,Subclasse,"Metalurgia de outros metais não-ferrosos e suas ligas não especificados anteriormente"
C.24.5,Grupo,"Fundição"
C.24.51-2,Classe,"Fundição de ferro e aço"
C.24.51-2/00,Subclasse,"Fundição de ferro e aço"
C.24.52-1,Classe,"Fundição de metais não-ferrosos e suas ligas"
C.24.52-1/00,Subclasse,"Fundição de metais não-ferrosos e suas ligas"
C.25,Divisão,"Fabricação de Produtos de Metal, Exceto Máquinas e Equipamentos"
C.25.1,Grupo,"Fabricação de estruturas metálicas e obras de caldeiraria pesada"
C.25.11-0,Classe,"Fabricação de estruturas metálicas"
C.25.11-0/00,Subclasse,"Fabricação de estruturas metálicas"
C.25.12-8,Classe,"Fabricação de esquadrias de metal"
C.25.12-8/00,Subclasse,"Fabricação de esquadrias de metal"
C.25.13-6,Classe,"Fabricação de obras de caldeiraria pesada"
C.25.13-6/00,Subclasse,"Fabricação de obras de caldeiraria pesada"
C.25.2,Grupo,"Fabricação de tanques, reservatórios metálicos e caldeiras"
C.25.21-7,Classe,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central"
C.25.21-7/00,Subclasse,"Fabricação de tanques, reservatórios metálicos e caldeiras para aquecimento central"
C.25.22-5,Classe,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos"
C.25.22-5/00,Subclasse,"Fabricação de caldeiras geradoras de vapor, exceto para aquecimento central e para veículos"
C.25.3,Grupo,"Forjaria, estamparia, metalurgia do pó e serviços de tratamento de metais"
C.25.31-4,Classe,"Produção de forjados de aço e de metais não-ferrosos e suas ligas"
C.25.31-4/01,Subclasse,"Produção de forjados de aço"
C.25.31-4/02,Subclasse,"Produção de forjados de metais não-ferrosos e suas ligas"
C.25.32-2,Classe,"Produção de artefatos estampados de metal; metalurgia do pó"
C.25.32-2/01,Subclasse,"Produção de artefatos estampados de metal"
C.25.32-2/02,Subclasse,"Metalurgia do pó"
C.25.39-0,Classe,"Serviços de usinagem, solda, tratamento e revestimento em metais"
C.25.39-0/01,Subclasse,"Serviços de usinagem, tornearia e solda"
C.25.39-0/02,Subclasse,"Serviços de tratamento e revestimento em metais"
C.25.4,Grupo,"Fabricação de artigos de cutelaria, de serralheria e ferramentas"
C.25.41-1,Classe,"Fabricação de artigos de cutelaria"
C.25.41-1/00,Subclasse,"Fabricação de artigos de cutelaria"
C.25.42-0,Classe,"Fabricação de artigos de serralheria, exceto esquadrias"
C.25.42-0/00,Subclasse,"Fabricação de artigos de serralheria, exceto esquadrias"
C.25.43-8,Classe,"Fabricação de ferramentas"
C.25.43-8/00,Subclasse,"Fabricação de ferramentas"
C.25.5,Grupo,"Fabricação de equipamento bélico pesado, armas e munições"
C.25.50-1,Classe,"Fabricação de equipamento bélico pesado, armas e munições"
C.25.50-1/01,Subclasse,"Fabricação de equipamento bélico pesado, exceto veículos militares de combate"
C.25.50-1/02,Subclasse,"Fabricação de armas de fogo, outras armas e munições"
C.25.9,Grupo,"Fabricação de produtos de metal não especificados anteriormente"
C.25.91-8,Classe,"Fabricação de embalagens metálicas"
C.25.91-8/00,Subclasse,"Fabricação de embalagens metálicas"
C.25.92-6,Classe,"Fabricação de produtos de trefilados de metal"
C.25.92-6/01,Subclasse,"Fabricação de produtos de trefilados de metal padronizados"
C.25.92-6/02,Subclasse,"Fabricação de produtos de trefilados de metal, exceto padronizados"
C.25.93-4,Classe,"Fabricação de artigos de metal para uso doméstico e pessoal"
C.25.93-4/00,Subclasse,"Fabricação de artigos de metal para uso doméstico e pessoal"
C.25.99-3,Classe,"Fabricação de produtos de metal não especificados anteriormente"
C.25.99-3/01,Subclasse,"Serviços de confecção de armações metálicas para a construção"
C.25.99-3/02,Subclasse,"Serviço de corte e dobra de metais"
C.25.99-3/99,Subclasse,"Fabricação de outros produtos de metal não especificados anteriormente"
C.26,Divisão,"Fabricação de Equipamentos de Informática, Produtos Eletrônicos e Ópticos"
C.26.1,Grupo,"Fabricação de componentes eletrônicos"
C.26.10-8,Classe,"Fabricação de componentes eletrônicos"
C.26.10-8/00,Subclasse,"Fabricação de componentes eletrônicos"
C.26.2,Grupo,"Fabricação de equipamentos de informática e periféricos"
C.26.21-3,Classe,"Fabricação de equipamentos de informática"
C.26.21-3/00,Subclasse,"Fabricação de equipamentos de informática"
C.26.22-1,Classe,"Fabricação de periféricos para equipamentos de informática"
C.26.22-1/00,Subclasse,"Fabricação de periféricos para equipamentos de informática"
C.26.3,Grupo,"Fabricação de equipamentos de comunicação"
C.26.31-1,Classe,"Fabricação de equipamentos transmissores de comunicação"
C.26.31-1/00,Subclasse,"Fabricação de equipamentos transmissores de comunicação, peças e acessórios"
C.26.32-9,Classe,"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação"
C.26.32-9/00,Subclasse,"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação, peças e acessórios"
C.26.4,Grupo,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo"
C.26.40-0,Classe,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo"
C.26.40-0/00,Subclasse,"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo"
C.26.5,Grupo,"Fabricação de aparelhos e instrumentos de medida, teste e controle; cronômetros e relógios"
C.26.51-5,Classe,"Fabricação de aparelhos e equipamentos de medida, teste e controle"
C.26.51-5/00,Subclasse,"Fabricação de aparelhos e equipamentos de medida, teste e controle"
C.26.52-3,Classe,"Fabricação de cronômetros e relógios"
C.26.52-3/00,Subclasse,"Fabricação de cronômetros e relógios"
C.26.6,Grupo,"Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação"
C.26.60-4,Classe,"Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação"
C.26.60-4/00,Subclasse,"Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação"
C.26.7,Grupo,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos"
C.26.70-1,Classe,"Fabricação de equipamentos e instrumentos ópticos, fotográficos e cinematográficos"
C.26.70-1/01,Subclasse,"Fabricação de equipamentos e instrumentos ópticos, peças e acessórios"
C.26.70-1/02,Subclasse,"Fabricação de aparelhos fotográficos e cinematográficos, peças e acessórios"
C.26.8,Grupo,"Fabricação de mídias virgens, magnéticas e ópticas"
C.26.80-9,Classe,"Fabricação de mídias virgens, magnéticas e ópticas"
C.26.80-9/00,Subclasse,"Fabricação de mídias virgens, magnéticas e ópticas"
C.27,Divisão,"Fabricação de Máquinas, Aparelhos e Materiais Elétricos"
C.27.1,Grupo,"Fabricação de geradores, transformadores e motores elétricos"
C.27.10-4,Classe,"Fabricação de geradores, transformadores e motores elétricos"
C.27.10-4/01,Subclasse,"Fabricação de geradores de corrente contínua e alternada, peças e acessórios"
C.27.10-4/02,Subclasse,"Fabricação de transformadores, indutores, conversores, sincronizadores e semelhantes, peças e acessórios"
C.27.10-4/03,Subclasse,"Fabricação de motores elétricos, peças e acessórios"
C.27.2,Grupo,"Fabricação de pilhas, baterias e acumuladores elétricos"
C.27.21-0,Classe,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores"
C.27.21-0/00,Subclasse,"Fabricação de pilhas, baterias e acumuladores elétricos, exceto para veículos automotores"
C.27.22-8,Classe,"Fabricação de baterias e acumuladores para veículos automotores"
C.27.22-8/01,Subclasse,"Fabricação de baterias e acumuladores para veículos automotores"
C.27.22-8/02,Subclasse,"Recondicionamento de baterias e acumuladores para veículos automotores"
C.27.3,Grupo,"Fabricação de equipamentos para distribuição e controle de energia elétrica"
C.27.31-7,Classe,"Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica"
C.27.31-7/00,Subclasse,"Fabricação de aparelhos e equipamentos para distribuição e controle de energia elétrica"
C.27.32-5,Classe,"Fabricação de material elétrico para instalações em circuito de consumo"
C.27.32-5/00,Subclasse,"Fabricação de material elétrico para instalações em circuito de consumo"
C.27.33-3,Classe,"Fabricação de fios, cabos e condutores elétricos isolados"
C.27.33-3/00,Subclasse,"Fabricação de fios, cabos e condutores elétricos isolados"
C.27.4,Grupo,"Fabricação de lâmpadas e outros equipamentos de iluminação"
C.27.40-6,Classe,"Fabricação de lâmpadas e outros equipamentos de iluminação"
C.27.40-6/01,Subclasse,"Fabricação de lâmpadas"
C.27.40-6/02,Subclasse,"Fabricação de luminárias e outros equipamentos de iluminação"
C.27.5,Grupo,"Fabricação de eletrodomésticos"
C.27.51-1,Classe,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico"
C.27.51-1/00,Subclasse,"Fabricação de fogões, refrigeradores e máquinas de lavar e secar para uso doméstico, peças e acessórios"
C.27.59-7,Classe,"Fabricação de aparelhos eletrodomésticos não especificados anteriormente"
C.27.59-7/01,Subclasse,"Fabricação de aparelhos elétricos de uso pessoal, peças e acessórios"
C.27.59-7/99,Subclasse,"Fabricação de outros aparelhos eletrodomésticos não especificados anteriormente, peças e acessórios"
C.27.9,Grupo,"Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente"
C.27.90-2,Classe,"Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente"
C.27.90-2/01,Subclasse,"Fabricação de eletrodos, contatos e outros artigos de carvão e grafita para uso elétrico, eletroímãs e isoladores"
C.27.90-2/02,Subclasse,"Fabricação de equipamentos para sinalização e alarme"
C.27.90-2/99,Subclasse,"Fabricação de outros equipamentos e aparelhos elétricos não especificados anteriormente"
C.28,Divisão,"Fabricação de Máquinas e Equipamentos"
C.28.1,Grupo,"Fabricação de motores, bombas, compressores e equipamentos de transmissão"
C.28.11-9,Classe,"Fabricação de motores e turbinas, exceto para aviões e veículos rodoviários"
C.28.11-9/00,Subclasse,"Fabricação de motores e turbinas, peças e acessórios, exceto para aviões e veículos rodoviários"
C.28.12-7,Classe,"Fabricação de equipamentos hidráulicos e pneumáticos, exceto válvulas"
C.28.12-7/00,Subclasse,"Fabricação de equipamentos hidráulicos e pneumáticos, peças e acessórios, exceto válvulas"
C.28.13-5,Classe,"Fabricação de válvulas, registros e dispositivos semelhantes"
C.28.13-5/00,Subclasse,"Fabricação de válvulas, registros e dispositivos semelhantes, peças e acessórios"
C.28.14-3,Classe,"Fabricação de compressores"
C.28.14-3/01,Subclasse,"Fabricação de compressores para uso industrial, peças e acessórios"
C.28.14-3/02,Subclasse,"Fabricação de compressores para uso não-industrial, peças e acessórios"
C.28.15-1,Classe,"Fabricação de equipamentos de transmissão para fins industriais"
C.28.15-1/01,Subclasse,"Fabricação de rolamentos para fins industriais"
C.28.15-1/02,Subclasse,"Fabricação de equipamentos de transmissão para fins industriais, exceto rolamentos"
C.28.2,Grupo,"Fabricação de máquinas e equipamentos de uso geral"
C.28.21-6,Classe,"Fabricação de aparelhos e equipamentos para instalações térmicas"
C.28.21-6/01,Subclasse,"Fabricação de fornos industriais, aparelhos e equipamentos não-elétricos para instalações térmicas, peças e acessórios"
C.28.21-6/02,Subclasse,"Fabricação de estufas e fornos elétricos para fins industriais, peças e acessórios"
C.28.22-4,Classe,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas e pessoas"
C.28.22-4/01,Subclasse,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de pessoas, peças e acessórios"
C.28.22-4/02,Subclasse,"Fabricação de máquinas, equipamentos e aparelhos para transporte e elevação de cargas, peças e acessórios"
C.28.23-2,Classe,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial"
C.28.23-2/00,Subclasse,"Fabricação de máquinas e aparelhos de refrigeração e ventilação para uso industrial e comercial, peças e acessórios"
C.28.24-1,Classe,"Fabricação de aparelhos e equipamentos de ar condicionado"
C.28.24-1/01,Subclasse,"Fabricação de aparelhos e equipamentos de ar condicionado para uso industrial"
C.28.24-1/02,Subclasse,"Fabricação de aparelhos e equipamentos de ar condicionado para uso não-industrial"
C.28.25-9,Classe,"Fabricação de máquinas e equipamentos para saneamento básico e ambiental"
C.28.25-9/00,Subclasse,"Fabricação de máquinas e equipamentos para saneamento básico e ambiental, peças e acessórios"
C.28.29-1,Classe,"Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente"
C.28.29-1/01,Subclasse,"Fabricação de máquinas de escrever, calcular e outros equipamentos não-eletrônicos para escritório, peças e acessórios"
C.28.29-1/99,Subclasse,"Fabricação de outras máquinas e equipamentos de uso geral não especificados anteriormente, peças e acessórios"
C.28.3,Grupo,"Fabricação de tratores e de máquinas e equipamentos para a agricultura e pecuária"
C.28.31-3,Classe,"Fabricação de tratores agrícolas"
C.28.31-3/00,Subclasse,"Fabricação de tratores agrícolas, peças e acessórios"
C.28.32-1,Classe,"Fabricação de equipamentos para irrigação agrícola"
C.28.32-1/00,Subclasse,"Fabricação de equipamentos para irrigação agrícola, peças e acessórios"
C.28.33-0,Classe,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação"
C.28.33-0/00,Subclasse,"Fabricação de máquinas e equipamentos para a agricultura e pecuária, peças e acessórios, exceto para irrigação"
C.28.4,Grupo,"Fabricação de máquinas-ferramenta"
C.28.40-2,Classe,"Fabricação de máquinas-ferramenta"
C.28.40-2/00,Subclasse,"Fabricação de máquinas-ferramenta, peças e acessórios"
C.28.5,Grupo,"Fabricação de máquinas e equipamentos de uso na extração mineral e na construção"
C.28.51-8,Classe,"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo"
C.28.51-8/00,Subclasse,"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo, peças e acessórios"
C.28.52-6,Classe,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, exceto na extração de petróleo"
C.28.52-6/00,Subclasse,"Fabricação de outras máquinas e equipamentos para uso na extração mineral, peças e acessórios, exceto na extração de petróleo"
C.28.53-4,Classe,"Fabricação de tratores, exceto agrícolas"
C.28.53-4/00,Subclasse,"Fabricação de tratores, peças e acessórios, exceto agrícolas"
C.28.54-2,Classe,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores"
C.28.54-2/00,Subclasse,"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, peças e acessórios, exceto tratores"
C.28.6,Grupo,"Fabricação de máquinas e equipamentos de uso industrial específico"
C.28.61-5,Classe,"Fabricação de máquinas para a indústria metalúrgica, exceto máquinas-ferramenta"
C.28.61-5/00,Subclasse,"Fabricação de máquinas para a indústria metalúrgica, peças e acessórios, exceto máquinas-ferramenta"
C.28.62-3,Classe,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo"
C.28.62-3/00,Subclasse,"Fabricação de máquinas e equipamentos para as indústrias de alimentos, bebidas e fumo, peças e acessórios"
C.28.63-1,Classe,"Fabricação de máquinas e equipamentos para a indústria têxtil"
C.28.63-1/00,Subclasse,"Fabricação de máquinas e equipamentos para a indústria têxtil, peças e acessórios"
C.28.64-0,Classe,"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados"
C.28.64-0/00,Subclasse,"Fabricação de máquinas e equipamentos para as indústrias do vestuário, do couro e de calçados, peças e acessórios"
C.28.65-8,Classe,"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos"
C.28.65-8/00,Subclasse,"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos, peças e acessórios"
C.28.66-6,Classe,"Fabricação de máquinas e equipamentos para a indústria do plástico"
C.28.66-6/00,Subclasse,"Fabricação de máquinas e equipamentos para a indústria do plástico, peças e acessórios"
C.28.69-1,Classe,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente"
C.28.69-1/00,Subclasse,"Fabricação de máquinas e equipamentos para uso industrial específico não especificados anteriormente, peças e acessórios"
C.29,Divisão,"Fabricação de Veículos Automotores, Reboques e Carrocerias"
C.29.1,Grupo,"Fabricação de automóveis, camionetas e utilitários"
C.29.10-7,Classe,"Fabricação de automóveis, camionetas e utilitários"
C.29.10-7/01,Subclasse,"Fabricação de automóveis, camionetas e utilitários"
C.29.10-7/02,Subclasse,"Fabricação de chassis com motor para automóveis, camionetas e utilitários"
C.29.10-7/03,Subclasse,"Fabricação de motores para automóveis, camionetas e utilitários"
C.29.2,Grupo,"Fabricação de caminhões e ônibus"
C.29.20-4,Classe,"Fabricação de caminhões e ônibus"
C.29.20-4/01,Subclasse,"Fabricação de caminhões e ônibus"
C.29.20-4/02,Subclasse,"Fabricação de motores para caminhões e ônibus"
C.29.3,Grupo,"Fabricação de cabines, carrocerias e reboques para veículos automotores"
C.29.30-1,Classe,"Fabricação de cabines, carrocerias e reboques para veículos automotores"
C.29.30-1/01,Subclasse,"Fabricação de cabines, carrocerias e reboques para caminhões"
C.29.30-1/02,Subclasse,"Fabricação de carrocerias para ônibus"
C.29.30-1/03,Subclasse,"Fabricação de cabines, carrocerias e reboques para outros veículos automotores, exceto caminhões e ônibus"
C.29.4,Grupo,"Fabricação de peças e acessórios para veículos automotores"
C.29.41-7,Classe,"Fabricação de peças e acessórios para o sistema motor de veículos automotores"
C.29.41-7/00,Subclasse,"Fabricação de peças e acessórios para o sistema motor de veículos automotores"
C.29.42-5,Classe,"Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores"
C.29.42-5/00,Subclasse,"Fabricação de peças e acessórios para os sistemas de marcha e transmissão de veículos automotores"
C.29.43-3,Classe,"Fabricação de peças e acessórios para o sistema de freios de veículos automotores"
C.29.43-3/00,Subclasse,"Fabricação de peças e acessórios para o sistema de freios de veículos automotores"
C.29.44-1,Classe,"Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores"
C.29.44-1/00,Subclasse,"Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores"
C.29.45-0,Classe,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias"
C.29.45-0/00,Subclasse,"Fabricação de material elétrico e eletrônico para veículos automotores, exceto baterias"
C.29.49-2,Classe,"Fabricação de peças e acessórios para veículos automotores não especificados anteriormente"
C.29.49-2/01,Subclasse,"Fabricação de bancos e estofados para veículos automotores"
C.29.49-2/99,Subclasse,"Fabricação de outras peças e acessórios para veículos automotores não especificadas anteriormente"
C.29.5,Grupo,"Recondicionamento e recuperação de motores para veículos automotores"
C.29.50-6,Classe,"Recondicionamento e recuperação de motores para veículos automotores"
C.29.50-6/00,Subclasse,"Recondicionamento e recuperação de motores para veículos automotores"
C.30,Divisão,"Fabricação de Outros Equipamentos de Transporte, Exceto Veículos Automotores"
C.30.1,Grupo,"Construção de embarcações"
C.30.11-3,Classe,"Construção de embarcações e estruturas flutuantes"
C.30.11-3/01,Subclasse,"Construção de embarcações de grande porte"
C.30.11-3/02,Subclasse,"Construção de embarcações para uso comercial e para usos especiais, exceto de grande porte"
C.30.12-1,Classe,"Construção de embarcações para esporte e lazer"
C.30.12-1/00,Subclasse,"Construção de embarcações para esporte e lazer"
C.30.3,Grupo,"Fabricação de veículos ferroviários"
C.30.31-8,Classe,"Fabricação de locomotivas, vagões e outros materiais rodantes"
C.30.31-8/00,Subclasse,"Fabricação de locomotivas, vagões e outros materiais rodantes"
C.30.32-6,Classe,"Fabricação de peças e acessórios para veículos ferroviários"
C.30.32-6/00,Subclasse,"Fabricação de peças e acessórios para veículos ferroviários"
C.30.4,Grupo,"Fabricação de aeronaves"
C.30.41-5,Classe,"Fabricação de aeronaves"
C.30.41-5/00,Subclasse,"Fabricação de aeronaves"
C.30.42-3,Classe,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves"
C.30.42-3/00,Subclasse,"Fabricação de turbinas, motores e outros componentes e peças para aeronaves"
C.30.5,Grupo,"Fabricação de veículos militares de combate"
C.30.50-4,Classe,"Fabricação de veículos militares de combate"
C.30.50-4/00,Subclasse,"Fabricação de veículos militares de combate"
C.30.9,Grupo,"Fabricação de equipamentos de transporte não especificados anteriormente"
C.30.91-1,Classe,"Fabricação de motocicletas"
C.30.91-1/01,Subclasse,"Fabricação de motocicletas"
C.30.91-1/02,Subclasse,"Fabricação de peças e acessórios para motocicletas"
C.30.92-0,Classe,"Fabricação de bicicletas e triciclos não-motorizados"
C.30.92-0/00,Subclasse,"Fabricação de bicicletas e triciclos não-motorizados, peças e acessórios"
C.30.99-7,Classe,"Fabricação de equipamentos de transporte não especificados anteriormente"
C.30.99-7/00,Subclasse,"Fabricação de equipamentos de transporte não especificados anteriormente"
C.31,Divisão,"Fabricação de Móveis"
C.31.0,Grupo,"Fabricação de móveis"
C.31.01-2,Classe,"Fabricação de móveis com predominância de madeira"
C.31.01-2/00,Subclasse,"Fabricação de móveis com predominância de madeira"
C.31.02-1,Classe,"Fabricação de móveis com predominância de metal"
C.31.02-1/00,Subclasse,"Fabricação de móveis com predominância de metal"
C.31.03-9,Classe,"Fabricação de móveis de outros materiais, exceto madeira e metal"
C.31.03-9/00,Subclasse,"Fabricação de móveis de outros materiais, exceto madeira e metal"
C.31.04-7,Classe,"Fabricação de colchões"
C.31.04-7/00,Subclasse,"Fabricação de colchões"
C.32,Divisão,"Fabricação de Produtos Diversos"
C.32.1,Grupo,"Fabricação de artigos de joalheria, bijuteria e semelhantes"
C.32.11-6,Classe,"Lapidação de gemas e fabricação de artefatos de ourivesaria e joalheria"
C.32.11-6/01,Subclasse,"Lapidação de gemas"
C.32.11-6/02,Subclasse,"Fabricação de artefatos de joalheria e ourivesaria"
C.32.11-6/03,Subclasse,"Cunhagem de moedas e medalhas"
C.32.12-4,Classe,"Fabricação de bijuterias e artefatos semelhantes"
C.32.12-4/00,Subclasse,"Fabricação de bijuterias e artefatos semelhantes"
C.32.2,Grupo,"Fabricação de instrumentos musicais"
C.32.20-5,Classe,"Fabricação de instrumentos musicais"
C.32.20-5/00,Subclasse,"Fabricação de instrumentos musicais, peças e acessórios"
C.32.3,Grupo,"Fabricação de artefatos para pesca e esporte"
C.32.30-2,Classe,"Fabricação de artefatos para pesca e esporte"
C.32.30-2/00,Subclasse,"Fabricação de artefatos para pesca e esporte"
C.32.4,Grupo,"Fabricação de brinquedos e jogos recreativos"
C.32.40-0,Classe,"Fabricação de brinquedos e jogos recreativos"
C.32.40-0/01,Subclasse,"Fabricação de jogos eletrônicos"
C.32.40-0/02,Subclasse,"Fabricação de mesas de bilhar, de sinuca e acessórios não associada à locação"
C.32.40-0/03,Subclasse,"Fabricação de mesas de bilhar, de sinuca e acessórios associada à locação"
C.32.40-0/99,Subclasse,"Fabricação de outros brinquedos e jogos recreativos não especificados anteriormente"
C.32.5,Grupo,"Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos"
C.32.50-7,Classe,"Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos"
C.32.50-7/01,Subclasse,"Fabricação de instrumentos não-eletrônicos e utensílios para uso médico, cirúrgico, odontológico e de laboratório"
C.32.50-7/02,Subclasse,"Fabricação de mobiliário para uso médico, cirúrgico, odontológico e de laboratório"
C.32.50-7/03,Subclasse,"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral sob encomenda"
C.32.50-7/04,Subclasse,"Fabricação de aparelhos e utensílios para correção de defeitos físicos e aparelhos ortopédicos em geral, exceto sob encomenda"
C.32.50-7/05,Subclasse,"Fabricação de materiais para medicina e odontologia"
C.32.50-7/06,Subclasse,"Serviços de prótese dentária"
C.32.50-7/07,Subclasse,"Fabricação de artigos ópticos"
C.32.50-7/09,Subclasse,"Serviço de laboratório óptico"
C.32.9,Grupo,"Fabricação de produtos diversos"
C.32.91-4,Classe,"Fabricação de escovas, pincéis e vassouras"
C.32.91-4/00,Subclasse,"Fabricação de escovas, pincéis e vassouras"
C.32.92-2,Classe,"Fabricação de equipamentos e acessórios para segurança e proteção pessoal e profissional"
C.32.92-2/01,Subclasse,"Fabricação de roupas de proteção e segurança e resistentes a fogo"
C.32.92-2/02,Subclasse,"Fabricação de equipamentos e acessórios para segurança pessoal e profissional"
C.32.99-0,Classe,"Fabricação de produtos diversos não especificados anteriormente"
C.32.99-0/01,Subclasse,"Fabricação de guarda-chuvas e similares"
C.32.99-0/02,Subclasse,"Fabricação de canetas, lápis e outros artigos para escritório"
C.32.99-0/03,Subclasse,"Fabricação de letras, letreiros e placas de qualquer material, exceto luminosos"
C.32.99-0/04,Subclasse,"Fabricação de painéis e letreiros luminosos"
C.32.99-0/05,Subclasse,"Fabricação de aviamentos para costura"
C.32.99-0/06,Subclasse,"Fabricação de velas, inclusive decorativas"
C.32.99-0/99,Subclasse,"Fabricação de produtos diversos não especificados anteriormente"
C.33,Divisão,"Manutenção, Reparação e Instalação de Máquinas e Equipamentos"
